SURVEY:   CfAIR2 
SNID:      sn2008gb 
FILTERS:  abcdefghijklmnopqrsBCDEFGHIJKLMN 
RA:     44.488042  # deg 
DEC:        46.865722  # deg 
REDSHIFT_HELIO: 0.036999 +- 0.000100   # Helio 
REDSHIFT_FINAL: 0.036426 +- 0.000100   # CMB 
MWEBV:      0.171 +-  0.028        # SFD98 * 0.86 
VPEC:      667.031 
VPEC_ERR:   250.000 
PEAKMJD:  54779.25             # at brightest obs 
HOSTGAL_LOGMASS:  10.2680 +- 4.495  #  

# ----------------------------------- 
NOBS: 91 
NVAR: 7 
VARLIST: MJD   FLT FIELD   FLUXCAL   FLUXCALERR    MAG   MAGERR 
OBS: 54748.370  L NULL  8.15831e+03 1.14849e+03 17.721  0.143 
OBS: 54754.380  L NULL  6.88652e+03 2.08363e+03 17.905  0.287 
OBS: 54761.330  L NULL  7.87046e+03 1.14941e+03 17.760  0.148 
OBS: 54768.190  L NULL  7.61377e+03 8.35122e+02 17.796  0.113 
OBS: 54772.300  L NULL  6.71120e+03 9.23644e+02 17.933  0.140 
OBS: 54775.370  L NULL  6.37382e+03 7.97512e+02 17.989  0.128 
OBS: 54776.290  L NULL  7.17794e+03 1.37272e+03 17.860  0.190 
OBS: 54779.250  L NULL  8.55067e+03 2.21399e+03 17.670  0.250 
OBS: 54781.250  L NULL  8.20352e+03 2.30642e+03 17.715  0.269 
OBS: 54783.240  L NULL  7.28450e+03 1.68565e+03 17.844  0.226 
OBS: 54785.250  L NULL  5.95937e+03 1.23181e+03 18.062  0.204 
OBS: 54786.220  L NULL  4.79513e+03 1.24158e+03 18.298  0.250 
OBS: 54788.270  L NULL  4.59198e+03 8.93315e+02 18.345  0.193 
OBS: 54791.260  L NULL  3.06196e+03 5.35530e+02 18.785  0.175 
OBS: 54747.360  M NULL  7.65597e+03 7.30906e+02 17.790  0.099 
OBS: 54748.340  M NULL  7.74105e+03 1.61731e+03 17.778  0.206 
OBS: 54754.380  M NULL  4.91587e+03 6.86868e+02 18.271  0.142 
OBS: 54755.280  M NULL  4.28549e+03 8.66801e+02 18.420  0.200 
OBS: 54757.310  M NULL  2.86550e+03 4.98069e+02 18.857  0.174 
OBS: 54761.330  M NULL  3.37287e+03 7.12202e+02 18.680  0.208 
OBS: 54768.190  M NULL  4.05135e+03 1.00689e+03 18.481  0.241 
OBS: 54775.370  M NULL  4.56667e+03 8.23466e+02 18.351  0.180 
OBS: 54776.290  M NULL  4.75116e+03 4.29674e+02 18.308  0.094 
OBS: 54779.250  M NULL  4.77309e+03 8.34802e+02 18.303  0.175 
OBS: 54781.250  M NULL  5.16179e+03 5.03215e+02 18.218  0.101 
OBS: 54783.240  M NULL  5.11446e+03 6.66498e+02 18.228  0.133 
OBS: 54784.230  M NULL  4.72063e+03 8.33364e+01 18.315  0.019 
OBS: 54785.250  M NULL  3.98474e+03 4.12701e+02 18.499  0.107 
OBS: 54786.220  M NULL  3.73594e+03 6.53407e+02 18.569  0.175 
OBS: 54787.210  M NULL  1.85524e+03 5.81449e+02 19.329  0.296 
OBS: 54788.270  M NULL  3.09030e+03 1.84619e+02 18.775  0.063 
OBS: 54789.240  M NULL  2.78227e+03 6.37520e+02 18.889  0.224 
OBS: 54791.260  M NULL  2.58464e+03 8.28861e+02 18.969  0.302 
OBS: 54747.400  l NULL  7.49894e+03 2.15970e+02 17.812 17.812 
OBS: 54748.500  l NULL  7.78395e+03 2.52200e+02 17.772 17.772 
